Ticker,Company,Currency,Exchange,industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation,twitter_esg_sentiment,Sentiment Score,avg_deforestation,avg_air_pollution,3_month_MA,6_month_MA,ESG_Change_3m,ESG_Change_6m,Env_Score_Lag_1,Soc_Score_Lag_1,Weighted_ESG_Score,Greenwashing_Risk
cinf,Cincinnati Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,B,Medium,235.0,275.0,250.0,760.0,BB,Medium,253.33333333333337,High Risk,0.0674373795761079,0.2268244575936883,0.4375,0.170940170940171,1012.3703703703704,-252.37037037037032,,,,,879.0,993.5,-0.3109700815956482,-0.3397046046915726,575.0,330.0,251.5,0
chtr,Charter Communications Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,935.2608695652174,164.73913043478262,0.3327326086956522,0.0955555555555555,,,1034.3333333333333,1002.3333333333334,0.7350157728706626,0.050620821394460336,235.0,275.0,380.0,1
cmcsa,Comcast Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,507.0,343.0,315.0,1165.0,BBB,High,388.3333333333333,Low Risk,0.5915221579961465,0.3609467455621302,0.6,0.6036324786324786,935.2608695652174,229.73913043478265,0.3327326086956522,0.0955555555555555,,,1008.3333333333334,1000.8333333333334,-0.06275140788415123,-0.0076660988074956915,500.0,300.0,400.2,1
cprt,Copart Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,B,Medium,B,Medium,B,Medium,270.0,204.0,205.0,679.0,B,Medium,226.33333333333337,High Risk,0.1348747591522157,0.0867850098619329,0.3249999999999999,0.0844017094017094,995.8571428571428,-316.8571428571429,0.3612,,,,981.3333333333334,930.1666666666666,-0.1065789473684211,-0.38440616500453306,507.0,343.0,230.7,1
cost,Costco Wholesale Corp,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,B,Medium,537.0,306.0,225.0,1068.0,BBB,High,356.0,Medium Risk,0.6493256262042391,0.2879684418145957,0.375,0.5000000000000001,918.5769230769232,149.4230769230769,,,,,970.6666666666666,1002.5,-0.029090909090909056,0.6845425867507886,270.0,204.0,374.1,0
csx,CSX Corp,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,A,High,BB,Medium,BB,Medium,510.0,310.0,325.0,1145.0,BBB,High,381.6666666666667,Low Risk,0.5973025048169556,0.2958579881656805,0.625,0.5822649572649573,1076.3333333333333,68.66666666666674,0.0,,,,964.0,986.1666666666666,-0.01716738197424894,-0.07884151246983107,537.0,306.0,394.5,1
ctsh,Cognizant Technology Solutions Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,AA,Excellent,BB,Medium,BB,Medium,605.0,365.0,300.0,1270.0,A,High,423.3333333333333,Low Risk,0.7803468208092486,0.4043392504930966,0.5625,0.7158119658119658,1031.3174603174602,238.68253968253975,0.25,,,,1161.0,1071.1666666666667,0.8703976435935199,0.6710526315789473,510.0,310.0,441.5,1
cme,CME Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BB,Medium,B,Medium,B,Medium,375.0,237.0,200.0,812.0,BB,Medium,270.6666666666667,High Risk,0.3371868978805395,0.1518737672583826,0.3125,0.2264957264957265,909.3333333333334,-97.33333333333336,0.6042666666666666,0.1779,,,1075.6666666666667,1023.1666666666666,-0.23970037453183524,-0.26181818181818184,605.0,365.0,281.1,0
csco,Cisco Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,B,Medium,B,Medium,B,Medium,280.0,234.0,220.0,734.0,B,Medium,244.66666666666663,High Risk,0.1541425818882466,0.145956607495069,0.3625,0.1431623931623932,938.2222222222222,-204.22222222222217,,,,,938.6666666666666,951.3333333333334,-0.3589519650655022,-0.36995708154506435,375.0,237.0,248.2,0
ctas,Cintas Corp,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,995.8571428571428,104.14285714285712,0.3612,,,,882.0,1021.5,-0.13385826771653542,0.6200294550810015,280.0,234.0,380.0,1
ctxs,Citrix Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,530.0,305.0,305.0,1140.0,BBB,High,380.0,Low Risk,0.6358381502890174,0.2859960552268245,0.5750000000000001,0.576923076923077,1031.3174603174602,108.68253968253975,0.25,,,,991.3333333333334,1033.5,0.40394088669950734,0.0674157303370786,500.0,300.0,395.0,1
czr,Caesars Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,265.0,228.0,200.0,693.0,B,Medium,231.0,High Risk,0.1252408477842003,0.1341222879684418,0.3125,0.0993589743589743,918.8636363636364,-225.86363636363637,,,,,977.6666666666666,958.1666666666666,-0.05585831062670299,-0.39475982532751097,530.0,305.0,234.39999999999998,0
dish,DISH Network Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,210.0,263.0,205.0,678.0,B,Medium,226.0,High Risk,0.0192678227360308,0.2031558185404339,0.3249999999999999,0.0833333333333333,935.2608695652174,-257.2608695652174,0.3327326086956522,0.0955555555555555,,,837.0,859.5,-0.38363636363636366,-0.46614173228346456,265.0,228.0,224.39999999999998,1
dltr,Dollar Tree Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235.0,208.0,215.0,658.0,B,Medium,219.33333333333337,High Risk,0.0674373795761079,0.0946745562130177,0.35,0.0619658119658119,918.5769230769232,-260.5769230769231,,,,,676.3333333333334,833.8333333333334,-0.42280701754385963,-0.18965517241379315,210.0,263.0,220.9,0
dxcm,Dexcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215.0,236.0,215.0,666.0,B,Medium,222.0,High Risk,0.0289017341040462,0.1499013806706114,0.35,0.0705128205128204,938.7647058823528,-272.7647058823529,0.54135,,,,667.3333333333334,822.5,-0.038961038961038974,-0.0926430517711172,235.0,208.0,221.3,0
ea,Electronic Arts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,BB,Medium,BB,Medium,B,Medium,360.0,300.0,225.0,885.0,BB,Medium,295.0,Medium Risk,0.3082851637764932,0.2761341222879684,0.375,0.3044871794871795,935.2608695652174,-50.26086956521738,0.3327326086956522,0.0955555555555555,,,736.3333333333334,786.6666666666666,0.30530973451327426,-0.19545454545454544,215.0,236.0,301.5,1
lnt,Alliant Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,A,High,BB,Medium,BB,Medium,519.0,307.0,300.0,1126.0,BBB,High,375.3333333333333,Low Risk,0.6146435452793835,0.2899408284023668,0.5625,0.5619658119658121,1190.6333333333334,-64.63333333333344,,,,,892.3333333333334,784.3333333333334,0.7112462006079028,-0.012280701754386003,360.0,300.0,389.70000000000005,0
fang,Diamondback Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Energy,A,High,B,Medium,BB,Medium,513.0,271.0,300.0,1084.0,BBB,High,361.3333333333333,Medium Risk,0.6030828516377649,0.2189349112426036,0.5625,0.5170940170940171,1142.2631578947369,-58.26315789473688,0.6015714285714286,,,,1031.6666666666667,849.5,0.6276276276276276,0.5642135642135642,519.0,307.0,376.5,0
ebay,eBay Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500.0,302.0,305.0,1107.0,BBB,High,369.0,Medium Risk,0.5780346820809248,0.2800788954635109,0.5750000000000001,0.5416666666666666,918.5769230769232,188.4230769230769,,,,,1105.6666666666667,921.0,0.2508474576271187,0.6327433628318584,513.0,271.0,382.1,0
lkq,LKQ Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,515.0,300.0,305.0,1120.0,BBB,High,373.3333333333333,Medium Risk,0.6069364161849711,0.2761341222879684,0.5750000000000001,0.5555555555555557,1109.6666666666667,10.333333333333258,,,,,1103.6666666666667,998.0,-0.005328596802841923,0.7021276595744681,500.0,302.0,387.5,0
googl,Alphabet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295.0,362.0,355.0,1012.0,BBB,High,337.3333333333333,Medium Risk,0.1830443159922928,0.398422090729783,0.7000000000000001,0.4401709401709403,935.2608695652174,76.73913043478262,0.3327326086956522,0.0955555555555555,,,1079.6666666666667,1055.6666666666667,-0.06642066420664205,0.5195195195195195,515.0,300.0,333.1,1
mar,Marriott International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,215.0,200.0,215.0,630.0,B,Medium,210.0,High Risk,0.0289017341040462,0.0788954635108481,0.35,0.032051282051282,918.8636363636364,-288.8636363636364,,,,,920.6666666666666,1013.1666666666666,-0.43089430894308944,-0.288135593220339,295.0,362.0,210.5,0
mchp,Microchip Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,1030.5833333333333,69.41666666666674,,,,,914.0,1008.8333333333334,-0.017857142857142905,-0.023090586145648295,215.0,200.0,380.0,0
lrcx,Lam Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,510.0,325.0,315.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.5973025048169556,0.3254437869822486,0.6,0.5876068376068376,1030.5833333333333,119.41666666666674,,,,,960.0,1019.8333333333334,0.13636363636363646,0.06088560885608851,500.0,300.0,396.0,0
mdlz,Mondelez International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520.0,307.0,300.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.6165703275529866,0.2899408284023668,0.5625,0.5630341880341881,1131.071428571429,-4.071428571428669,0.2732,,,,1125.6666666666667,1023.1666666666666,0.788888888888889,0.01806684733513997,510.0,325.0,390.1,1
meta,Meta Platforms Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205.0,232.0,215.0,652.0,B,Medium,217.33333333333337,High Risk,0.0096339113680153,0.1420118343195266,0.35,0.0555555555555555,935.2608695652174,-283.2608695652174,0.3327326086956522,0.0955555555555555,,,976.3333333333334,945.1666666666666,-0.40727272727272723,-0.4178571428571428,520.0,307.0,216.1,1
mktx,Marketaxess Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230.0,213.0,210.0,653.0,B,Medium,217.66666666666663,High Risk,0.0578034682080924,0.1045364891518738,0.3375,0.0566239316239316,909.3333333333334,-256.33333333333337,0.6042666666666666,0.1779,,,810.6666666666666,885.3333333333334,-0.4321739130434783,-0.3547430830039525,205.0,232.0,218.9,0
mnst,Monster Beverage Corp,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,A,High,BB,Medium,BB,Medium,515.0,344.0,300.0,1159.0,BBB,High,386.3333333333333,Low Risk,0.6069364161849711,0.3629191321499014,0.5625,0.5972222222222222,1061.0,98.0,,,,,821.3333333333334,973.5,0.028393966282165062,0.8396825396825396,230.0,213.0,399.2,0
mrna,Moderna Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,866.9107142857143,233.0892857142857,,,,,970.6666666666666,973.5,0.6871165644171779,0.0,515.0,344.0,380.0,0
mtch,Match Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,245.0,389.0,311.0,945.0,BBB,High,315.0,Medium Risk,0.0867052023121386,0.4516765285996055,0.59,0.3685897435897437,935.2608695652174,9.739130434782624,0.3327326086956522,0.0955555555555555,,,1068.0,939.3333333333334,0.44716692189892804,-0.17826086956521736,500.0,300.0,308.0,1
mpwr,Monolithic Power Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,B,Medium,B,Medium,330.0,287.0,235.0,852.0,BB,Medium,284.0,Medium Risk,0.2504816955684008,0.2504930966469428,0.4,0.2692307692307693,1030.5833333333333,-178.58333333333326,,,,,965.6666666666666,893.5,-0.26488352027610007,-0.2440106477373558,245.0,389.0,288.6,0
msft,Microsoft Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,AA,Excellent,BBB,High,BB,Medium,715.0,443.0,375.0,1533.0,A,High,511.0,Low Risk,0.9922928709055876,0.5581854043392505,0.75,0.996794871794872,1031.3174603174602,501.68253968253975,0.25,,,,1110.0,1040.3333333333333,0.39363636363636356,1.3512269938650308,330.0,287.0,531.4,1
mu,Micron Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,530.0,330.0,300.0,1160.0,BBB,High,386.6666666666667,Low Risk,0.6358381502890174,0.3353057199211045,0.5625,0.5982905982905983,1030.5833333333333,129.41666666666674,,,,,1181.6666666666667,1124.8333333333333,0.22751322751322745,0.776416539050536,715.0,443.0,401.0,0
ndaq,Nasdaq Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,505.0,310.0,300.0,1115.0,BBB,High,371.6666666666667,Medium Risk,0.5876685934489403,0.2958579881656805,0.5625,0.5502136752136754,909.3333333333334,205.66666666666663,0.6042666666666666,0.1779,,,1269.3333333333333,1117.5,0.30868544600938974,-0.03796376186367556,530.0,330.0,385.0,0
nlok,NortonLifeLock Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,505.0,315.0,305.0,1125.0,BBB,High,375.0,Low Risk,0.5876685934489403,0.3057199211045365,0.5750000000000001,0.560897435897436,1031.3174603174602,93.68253968253975,0.25,,,,1133.3333333333333,1121.6666666666667,-0.26614481409001955,0.022727272727272707,505.0,310.0,388.0,1
ntrs,Northern Trust Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,250.0,226.0,225.0,701.0,B,Medium,233.66666666666663,High Risk,0.0963391136801541,0.1301775147928994,0.375,0.1079059829059829,909.3333333333334,-208.33333333333337,0.6042666666666666,0.1779,,,980.3333333333334,1081.0,-0.39568965517241383,-0.2582010582010582,505.0,315.0,235.3,0
nwl,Newell Brands Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,A,High,BB,Medium,BB,Medium,525.0,303.0,315.0,1143.0,BBB,High,381.0,Low Risk,0.6262042389210019,0.2820512820512821,0.6,0.5801282051282052,945.55,197.45000000000005,0.5719,,,,989.6666666666666,1129.5,0.02511210762331828,0.341549295774648,250.0,226.0,395.4,0
nvda,NVIDIA Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,323.0,301.0,275.0,899.0,BB,Medium,299.6666666666667,Medium Risk,0.2369942196531791,0.2781065088757397,0.5,0.3194444444444445,1030.5833333333333,-131.58333333333326,,,,,914.3333333333334,1023.8333333333334,-0.2008888888888889,-0.4135681669928245,525.0,303.0,302.0,0
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,200.0,273.0,300.0,773.0,BB,Medium,257.6666666666667,High Risk,0.0,0.2228796844181459,0.5625,0.1848290598290598,866.9107142857143,-93.91071428571432,,,,-2.4116277838692253e-05,938.3333333333334,959.3333333333334,0.10271041369472189,-0.33362068965517244,323.0,301.0,251.89999999999998,0
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,200.0,273.0,300.0,773.0,BB,Medium,257.6666666666667,High Risk,0.0,0.2228796844181459,0.5625,0.1848290598290598,866.9107142857143,-93.91071428571432,,,22.42469594884984,,815.0,902.3333333333334,-0.3237095363079615,-0.3067264573991031,200.0,273.0,251.89999999999998,0
nwsa,News Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,509.0,300.0,300.0,1109.0,BBB,High,369.6666666666667,Medium Risk,0.5953757225433525,0.2761341222879684,0.5625,0.5438034188034188,935.2608695652174,173.73913043478262,0.3327326086956522,0.0955555555555555,,,885.0,899.6666666666666,0.23359288097886544,-0.014222222222222247,200.0,273.0,383.6,1
odfl,Old Dominion Freight Line Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,BBB,High,BBB,High,B,Medium,467.0,423.0,280.0,1170.0,BBB,High,390.0,Low Risk,0.5144508670520231,0.5187376725838264,0.5125000000000001,0.6089743589743591,1076.3333333333333,93.66666666666674,0.0,,,,1017.3333333333334,977.8333333333334,0.5135834411384217,0.6690442225392297,509.0,300.0,397.7,1
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,BB,Medium,568.0,343.0,305.0,1216.0,A,High,405.3333333333333,Low Risk,0.7090558766859345,0.3609467455621302,0.5750000000000001,0.6581196581196581,1048.047619047619,167.95238095238096,,,,,1165.0,990.0,0.573091849935317,0.06386701662292205,467.0,423.0,421.6,0
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505.0,329.0,305.0,1139.0,BBB,High,379.6666666666667,Low Risk,0.5876685934489403,0.3333333333333333,0.5750000000000001,0.5758547008547009,1030.5833333333333,108.41666666666674,,,,,1175.0,1030.0,0.02705139765554554,0.2669632925472747,568.0,343.0,392.2,0
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,918.5769230769232,181.4230769230769,,,,,1151.6666666666667,1084.5,-0.05982905982905984,0.42302716688227693,505.0,329.0,380.0,0
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.2761341222879684,0.3125,0.4273504273504275,1031.3174603174602,-31.317460317460245,0.25,,,,1079.6666666666667,1122.3333333333333,-0.17763157894736847,0.2936610608020698,500.0,300.0,350.0,1
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,555.0,320.0,300.0,1175.0,BBB,High,391.6666666666667,Low Risk,0.6840077071290944,0.3155818540433925,0.5625,0.6143162393162395,1012.3703703703704,162.62962962962968,,,,,1091.6666666666667,1133.3333333333333,0.03160667251975413,0.05951307484220014,500.0,300.0,408.0,0
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,375.0,325.0,300.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.3371868978805395,0.3254437869822486,0.5625,0.4273504273504275,918.5769230769232,81.4230769230769,,,,,1058.3333333333333,1105.0,-0.09090909090909094,-0.14529914529914534,555.0,320.0,337.5,0
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,250.0,251.0,215.0,716.0,B,Medium,238.66666666666663,High Risk,0.0963391136801541,0.1794871794871795,0.35,0.1239316239316239,995.9444444444443,-279.94444444444446,0.2401749999999999,,,,963.6666666666666,1021.6666666666666,-0.28400000000000003,-0.4111842105263158,375.0,325.0,239.8,1
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,BB,Medium,BB,Medium,409.0,300.0,300.0,1009.0,BBB,High,336.3333333333333,Medium Risk,0.4026974951830442,0.2761341222879684,0.5625,0.4369658119658121,1030.5833333333333,-21.583333333333258,,,,,908.3333333333334,1000.0,-0.14127659574468088,-0.11413520632133456,250.0,251.0,343.6,0
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,525.0,306.0,313.0,1144.0,BBB,High,381.3333333333333,Low Risk,0.6262042389210019,0.2879684418145957,0.595,0.5811965811965812,1109.6666666666667,34.33333333333326,,,,,956.3333333333334,1007.3333333333334,0.1439999999999999,0.040000000000000036,409.0,300.0,395.7,0
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,AA,Excellent,BB,Medium,BB,Medium,719.0,340.0,358.0,1417.0,A,High,472.3333333333333,Low Risk,1.0,0.3550295857988165,0.7075,0.872863247863248,1061.0,356.0,,,,0.0001011476820637,1190.0,1076.8333333333333,0.979050279329609,0.41700000000000004,525.0,306.0,497.0,0
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,AA,Excellent,BB,Medium,BB,Medium,719.0,340.0,358.0,1417.0,A,High,472.3333333333333,Low Risk,1.0,0.3550295857988165,0.7075,0.872863247863248,1061.0,356.0,,,,,1326.0,1117.1666666666667,0.40436075322101095,0.20595744680851058,719.0,340.0,497.0,0
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BBB,High,BB,Medium,B,Medium,475.0,385.0,295.0,1155.0,BBB,High,385.0,Low Risk,0.5298651252408477,0.4437869822485207,0.55,0.592948717948718,918.8636363636364,236.13636363636363,,,,,1329.6666666666667,1143.0,0.009615384615384581,0.15500000000000003,719.0,340.0,394.0,0
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,575.0,372.0,365.0,1312.0,A,High,437.3333333333333,Low Risk,0.7225433526011562,0.4181459566074951,0.725,0.7606837606837608,995.9444444444443,316.05555555555554,0.2401749999999999,,,,1294.6666666666667,1242.3333333333333,-0.07410021171489056,0.8324022346368716,475.0,385.0,451.1,1
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535.0,310.0,305.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.6454720616570329,0.2958579881656805,0.5750000000000001,0.5876068376068376,1030.5833333333333,119.41666666666674,,,,,1205.6666666666667,1265.8333333333333,-0.1884262526464361,0.1397423191278493,575.0,372.0,398.5,0
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,550.0,302.0,308.0,1160.0,BBB,High,386.6666666666667,Low Risk,0.6743737957610789,0.2800788954635109,0.5825,0.5982905982905983,1031.3174603174602,128.68253968253975,0.25,,,,1207.3333333333333,1268.5,0.0043290043290042934,0.013986013986013957,535.0,310.0,403.0,1
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BB,Medium,BB,Medium,B,Medium,371.0,300.0,220.0,891.0,BB,Medium,297.0,Medium Risk,0.3294797687861271,0.2761341222879684,0.3625,0.3108974358974359,918.8636363636364,-27.863636363636378,,,,,1067.0,1180.8333333333333,-0.32088414634146345,-0.37120677487649967,550.0,302.0,304.4,0
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,370.0,244.0,285.0,899.0,BB,Medium,299.6666666666667,Medium Risk,0.327552986512524,0.165680473372781,0.525,0.3194444444444445,1031.3174603174602,-132.31746031746025,0.25,,,,983.3333333333334,1094.5,-0.2182608695652174,-0.36556104446012705,371.0,300.0,306.7,1
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,505.0,327.0,305.0,1137.0,BBB,High,379.0,Low Risk,0.5876685934489403,0.329388560157791,0.5750000000000001,0.5737179487179488,866.9107142857143,270.08928571428567,,,,,975.6666666666666,1091.5,-0.019827586206896508,-0.01558441558441559,370.0,244.0,391.6,0
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,575.0,312.0,328.0,1215.0,A,High,405.0,Low Risk,0.7225433526011562,0.2998027613412229,0.6325000000000001,0.657051282051282,866.9107142857143,348.08928571428567,,,,,1083.6666666666667,1075.3333333333333,0.36363636363636354,-0.07393292682926833,505.0,327.0,422.0,0
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,525.0,316.0,315.0,1156.0,BBB,High,385.3333333333333,Low Risk,0.6262042389210019,0.3076923076923077,0.6,0.594017094017094,1031.3174603174602,124.68253968253975,0.25,,,,1169.3333333333333,1076.3333333333333,0.28587319243604004,0.00521739130434784,575.0,312.0,399.3,1
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,540.0,355.0,300.0,1195.0,BBB,High,398.3333333333333,Low Risk,0.6551059730250481,0.3846153846153846,0.5625,0.6356837606837608,1031.3174603174602,163.68253968253975,0.25,,,,1188.6666666666667,1082.1666666666667,0.05101143359718563,0.030172413793103425,525.0,316.0,412.5,1
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,B,Medium,BB,Medium,510.0,268.0,300.0,1078.0,BBB,High,359.3333333333333,Medium Risk,0.5973025048169556,0.2130177514792899,0.5625,0.5106837606837608,993.125,84.875,,0.0,,,1143.0,1113.3333333333333,-0.11275720164609049,0.2098765432098766,540.0,355.0,374.4,0
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,507.0,328.0,315.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.5915221579961465,0.3313609467455622,0.6,0.5876068376068376,1030.5833333333333,119.41666666666674,,,,,1141.0,1155.1666666666667,-0.00519031141868509,0.2791991101223581,510.0,268.0,395.7,0
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515.0,303.0,270.0,1088.0,BBB,High,362.6666666666667,Medium Risk,0.6069364161849711,0.2820512820512821,0.4875,0.5213675213675214,1030.5833333333333,57.41666666666674,,,,,1105.3333333333333,1147.0,-0.08953974895397487,-0.04309586631486373,507.0,328.0,377.9,0
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BBB,High,BB,Medium,550.0,415.0,315.0,1280.0,A,High,426.6666666666667,Low Risk,0.6743737957610789,0.5029585798816569,0.6,0.7264957264957265,933.0,347.0,,,,,1172.6666666666667,1157.8333333333333,0.18738404452690172,0.053497942386831365,515.0,303.0,439.0,0
