Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
has,Hasbro Inc,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,B,Medium,BB,Medium,BB,Medium,255.0,301.0,300.0,856.0,BB,Medium,285.3333333333333,Medium Risk,0.10597302504816952,0.2781065088757397,0.5625,0.27350427350427353,780.0,76.0
hban,Huntington Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,308.0,300.0,300.0,908.0,BBB,High,302.6666666666667,Medium Risk,0.2080924855491329,0.27613412228796846,0.5625,0.3290598290598291,898.3103448275862,9.689655172413836
gl,Globe Life Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,B,Medium,215.0,238.0,215.0,668.0,B,Medium,222.66666666666666,High Risk,0.02890173410404623,0.15384615384615385,0.35,0.07264957264957261,1012.3703703703703,-344.3703703703703
gpc,Genuine Parts Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Distributors,A,High,B,Medium,BB,Medium,535.0,225.0,305.0,1065.0,BBB,High,355.0,Medium Risk,0.6454720616570329,0.12820512820512825,0.5750000000000001,0.4967948717948719,1109.6666666666667,-44.66666666666674
gnrc,Generac Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,535.0,311.0,250.0,1096.0,BBB,High,365.3333333333333,Medium Risk,0.6454720616570329,0.2978303747534517,0.4375,0.5299145299145299,933.0,163.0
gpn,Global Payments Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,B,Medium,310.0,343.0,265.0,918.0,BBB,High,306.0,Medium Risk,0.2119460500963391,0.3609467455621302,0.475,0.33974358974358976,1031.3174603174602,-113.31746031746025
hca,HCA Healthcare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520.0,348.0,305.0,1173.0,BBB,High,391.0,Low Risk,0.6165703275529866,0.37080867850098626,0.5750000000000001,0.6121794871794873,938.7647058823529,234.23529411764707
hbi,HanesBrands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BB,Medium,B,Medium,BB,Medium,310.0,223.0,305.0,838.0,BB,Medium,279.3333333333333,High Risk,0.2119460500963391,0.12426035502958582,0.5750000000000001,0.25427350427350426,944.4444444444445,-106.44444444444446
hii,Huntington Ingalls Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,545.0,315.0,315.0,1175.0,BBB,High,391.6666666666667,Low Risk,0.6647398843930636,0.30571992110453655,0.6,0.6143162393162395,1089.7,85.29999999999995
hpe,Hewlett Packard Enterprise Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,BB,Medium,B,Medium,230.0,359.0,230.0,819.0,BB,Medium,273.0,High Risk,0.05780346820809246,0.3925049309664695,0.38750000000000007,0.23397435897435903,1031.3174603174602,-212.31746031746025
hes,Hess Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,535.0,300.0,305.0,1140.0,BBB,High,380.0,Low Risk,0.6454720616570329,0.27613412228796846,0.5750000000000001,0.576923076923077,1142.2631578947369,-2.263157894736878
hlt,Hilton Worldwide Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,293.0,200.0,205.0,698.0,B,Medium,232.66666666666666,High Risk,0.17919075144508673,0.07889546351084814,0.32499999999999996,0.10470085470085477,918.8636363636364,-220.86363636363637
hrl,Hormel Foods Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,570.0,322.0,300.0,1192.0,BBB,High,397.3333333333333,Low Risk,0.7129094412331407,0.31952662721893493,0.5625,0.6324786324786326,1131.0714285714287,60.92857142857133
hpq,HP Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,245.0,211.0,200.0,656.0,B,Medium,218.66666666666666,High Risk,0.08670520231213869,0.10059171597633138,0.3125,0.05982905982905984,1031.3174603174602,-375.31746031746025
hum,Humana Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,462.0,300.0,300.0,1062.0,BBB,High,354.0,Medium Risk,0.5048169556840076,0.27613412228796846,0.5625,0.4935897435897437,938.7647058823529,123.23529411764707
hwm,Howmet Aerospace Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,525.0,315.0,320.0,1160.0,BBB,High,386.6666666666667,Low Risk,0.6262042389210019,0.30571992110453655,0.6125,0.5982905982905983,1089.7,70.29999999999995
peak,Healthpeak Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,535.0,331.0,335.0,1201.0,A,High,400.3333333333333,Low Risk,0.6454720616570329,0.33727810650887574,0.65,0.6420940170940171,995.9444444444445,205.05555555555554
gis,General Mills Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,585.0,326.0,365.0,1276.0,A,High,425.3333333333333,Low Risk,0.741811175337187,0.3274161735700198,0.725,0.7222222222222222,1131.0714285714287,144.92857142857133
ge,General Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,A,High,BB,Medium,BB,Medium,533.0,300.0,300.0,1133.0,BBB,High,377.6666666666667,Low Risk,0.6416184971098267,0.27613412228796846,0.5625,0.5694444444444445,1157.0,-24.0
spot,Spotify Technology SA,EUR,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,B,Medium,B,Medium,500.0,283.0,255.0,1038.0,BBB,High,346.0,Medium Risk,0.5780346820809248,0.24260355029585806,0.45000000000000007,0.46794871794871795,935.2608695652174,102.73913043478262
trtn,Triton International Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,BBB,High,BB,Medium,BB,Medium,477.0,306.0,300.0,1083.0,BBB,High,361.0,Medium Risk,0.5337186897880539,0.28796844181459574,0.5625,0.5160256410256411,885.2,197.79999999999995
trtx,TPG RE Finance Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,230.0,239.0,300.0,769.0,BB,Medium,256.3333333333333,High Risk,0.05780346820809246,0.15581854043392507,0.5625,0.18055555555555558,995.9444444444445,-226.94444444444446
tru,TransUnion,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,510.0,313.0,310.0,1133.0,BBB,High,377.6666666666667,Low Risk,0.5973025048169556,0.3017751479289941,0.5875,0.5694444444444445,1047.857142857143,85.14285714285711
yeti,Yeti Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Leisure Products,B,Medium,B,Medium,BB,Medium,269.0,253.0,305.0,827.0,BB,Medium,275.6666666666667,High Risk,0.13294797687861265,0.18343195266272194,0.5750000000000001,0.24252136752136755,780.0,47.0
yelp,Yelp Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,A,High,B,Medium,245.0,515.0,213.0,973.0,BBB,High,324.3333333333333,Medium Risk,0.08670520231213869,0.7001972386587771,0.345,0.39850427350427353,935.2608695652174,37.73913043478262
yext,Yext Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,BB,Medium,325.0,314.0,310.0,949.0,BBB,High,316.3333333333333,Medium Risk,0.24084778420038538,0.30374753451676534,0.5875,0.372863247863248,1031.3174603174602,-82.31746031746025
spr,Spirit AeroSystems Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,515.0,337.0,300.0,1152.0,BBB,High,384.0,Low Risk,0.6069364161849711,0.349112426035503,0.5625,0.5897435897435898,1089.7,62.299999999999955
ysg,Yatsen Holding Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,B,Medium,BB,Medium,355.0,217.0,325.0,897.0,BB,Medium,299.0,Medium Risk,0.29865125240847784,0.1124260355029586,0.625,0.3173076923076924,945.55,-48.549999999999955
yrd,Yiren Digital Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200.0,205.0,205.0,610.0,B,Medium,203.33333333333334,High Risk,0.0,0.08875739644970415,0.32499999999999996,0.010683760683760646,909.3333333333334,-299.33333333333337
yumc,Yum China Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205.0,217.0,220.0,642.0,B,Medium,214.0,High Risk,0.009633911368015391,0.1124260355029586,0.36250000000000004,0.044871794871794934,918.8636363636364,-276.8636363636364
trox,Tronox Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,503.0,320.0,300.0,1123.0,BBB,High,374.3333333333333,Low Risk,0.5838150289017341,0.3155818540433925,0.5625,0.5587606837606839,1058.8947368421052,64.1052631578948
zepp,Zepp Health Corp,CNY,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,202.0,210.0,295.0,707.0,B,Medium,235.66666666666666,High Risk,0.0038535645472061453,0.09861932938856016,0.55,0.11431623931623935,933.0,-226.0
zev,Lightning eMotors Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,535.0,391.0,240.0,1166.0,BBB,High,388.6666666666667,Low Risk,0.6454720616570329,0.455621301775148,0.4125,0.6047008547008547,1048.047619047619,117.95238095238096
zuo,Zuora Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,240.0,234.0,200.0,674.0,B,Medium,224.66666666666666,High Risk,0.0770712909441233,0.14595660749506906,0.3125,0.07905982905982911,1031.3174603174602,-357.31746031746025
zim,ZIM Integrated Shipping Services Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,BB,Medium,BB,Medium,BB,Medium,329.0,351.0,320.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.24855491329479767,0.3767258382642998,0.6125,0.4273504273504275,865.3333333333334,134.66666666666663
zyme,Zymeworks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,B,Medium,BB,Medium,BB,Medium,240.0,326.0,305.0,871.0,BB,Medium,290.3333333333333,Medium Risk,0.0770712909441233,0.3274161735700198,0.5750000000000001,0.2895299145299146,866.9107142857143,4.089285714285666
zws,Zurn Elkay Water Solutions Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1074.2,25.799999999999955
you,Clear Secure Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,B,Medium,515.0,278.0,205.0,998.0,BBB,High,332.6666666666667,Medium Risk,0.6069364161849711,0.232741617357002,0.32499999999999996,0.42521367521367537,1031.3174603174602,-33.317460317460245
zen,Zendesk Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,515.0,338.0,320.0,1173.0,BBB,High,391.0,Low Risk,0.6069364161849711,0.35108481262327423,0.6125,0.6121794871794873,1031.3174603174602,141.68253968253975
plxs,Plexus Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,510.0,300.0,300.0,1110.0,BBB,High,370.0,Medium Risk,0.5973025048169556,0.27613412228796846,0.5625,0.544871794871795,933.0,177.0
ship,Seanergy Maritime Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Marine,BB,Medium,BB,Medium,BB,Medium,345.0,300.0,305.0,950.0,BBB,High,316.6666666666667,Medium Risk,0.27938342967244695,0.27613412228796846,0.5750000000000001,0.37393162393162405,865.3333333333334,84.66666666666663
shls,Shoals Technologies Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,BB,Medium,285.0,280.0,300.0,865.0,BB,Medium,288.3333333333333,Medium Risk,0.16377649325626203,0.23668639053254442,0.5625,0.2831196581196581,933.0,-68.0
shoo,Steven Madden Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,A,High,B,Medium,BB,Medium,508.0,231.0,300.0,1039.0,BBB,High,346.3333333333333,Medium Risk,0.5934489402697496,0.14003944773175542,0.5625,0.469017094017094,944.4444444444445,94.55555555555554
shyf,Shyft Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,B,Medium,510.0,303.0,275.0,1088.0,BBB,High,362.6666666666667,Medium Risk,0.5973025048169556,0.2820512820512821,0.5,0.5213675213675214,1048.047619047619,39.95238095238096
sibn,SI-BONE Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,220.0,228.0,210.0,658.0,B,Medium,219.33333333333334,High Risk,0.03853564547206162,0.13412228796844183,0.3375,0.06196581196581197,938.7647058823529,-280.7647058823529
sieb,Siebert Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BB,Medium,B,Medium,B,Medium,300.0,299.0,235.0,834.0,BB,Medium,278.0,High Risk,0.19267822736030832,0.27416173570019725,0.4,0.25,909.3333333333334,-75.33333333333337
plya,Playa Hotels & Resorts NV,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210.0,200.0,205.0,615.0,B,Medium,205.0,High Risk,0.019267822736030837,0.07889546351084814,0.32499999999999996,0.01602564102564108,918.8636363636364,-303.8636363636364
wwe,World Wrestling Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,BB,Medium,BB,Medium,275.0,332.0,315.0,922.0,BBB,High,307.3333333333333,Medium Risk,0.14450867052023114,0.33925049309664695,0.6,0.344017094017094,935.2608695652174,-13.260869565217376
pmcb,PharmaCyte Biotech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,220.0,202.0,300.0,722.0,B,Medium,240.66666666666666,High Risk,0.03853564547206162,0.08284023668639057,0.5625,0.13034188034188032,866.9107142857143,-144.91071428571433
www,Wolverine World Wide Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BB,Medium,B,Medium,BB,Medium,390.0,298.0,308.0,996.0,BBB,High,332.0,Medium Risk,0.3660886319845857,0.27218934911242604,0.5825,0.42307692307692324,944.4444444444445,51.55555555555554
xhr,Xenia Hotels & Resorts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,260.0,263.0,236.0,759.0,BB,Medium,253.0,High Risk,0.11560693641618497,0.2031558185404339,0.40249999999999997,0.16987179487179493,995.9444444444445,-236.94444444444446
x,United States Steel Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,A,High,BB,Medium,BB,Medium,535.0,364.0,300.0,1199.0,BBB,High,399.6666666666667,Low Risk,0.6454720616570329,0.40236686390532544,0.5625,0.639957264957265,1028.3333333333333,170.66666666666674
xpev,Xpeng Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,B,Medium,B,Medium,B,Medium,215.0,208.0,200.0,623.0,B,Medium,207.66666666666666,High Risk,0.02890173410404623,0.09467455621301779,0.3125,0.024572649572649596,859.25,-236.25
xpo,XPO Logistics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,A,High,BB,Medium,BB,Medium,560.0,318.0,300.0,1178.0,BBB,High,392.6666666666667,Low Risk,0.6936416184971099,0.3116370808678501,0.5625,0.6175213675213677,1076.3333333333333,101.66666666666674
xin,Xinyuan Real Estate Co Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,205.0,242.0,300.0,747.0,B,Medium,249.0,High Risk,0.009633911368015391,0.1617357001972387,0.5625,0.15705128205128205,995.9444444444445,-248.94444444444446
xl,XL Fleet Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,833.3333333333334,-233.33333333333337
xyf,X Financial,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215.0,205.0,200.0,620.0,B,Medium,206.66666666666666,High Risk,0.02890173410404623,0.08875739644970415,0.3125,0.021367521367521403,909.3333333333334,-289.33333333333337
y,Alleghany Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,BB,Medium,215.0,240.0,300.0,755.0,BB,Medium,251.66666666666666,High Risk,0.02890173410404623,0.15779092702169628,0.5625,0.16559829059829068,1012.3703703703703,-257.3703703703703
yala,Yalla Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,B,Medium,B,Medium,233.0,244.0,220.0,697.0,B,Medium,232.33333333333334,High Risk,0.0635838150289017,0.16568047337278108,0.36250000000000004,0.10363247863247871,935.2608695652174,-238.26086956521738
wts,Watts Water Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,B,Medium,420.0,303.0,210.0,933.0,BBB,High,311.0,Medium Risk,0.42389210019267826,0.2820512820512821,0.3375,0.35576923076923084,1048.047619047619,-115.04761904761904
sien,Sientra Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,BB,Medium,B,Medium,219.0,308.0,236.0,763.0,BB,Medium,254.33333333333334,High Risk,0.036608863198458574,0.29191321499013806,0.40249999999999997,0.1741452991452992,938.7647058823529,-175.76470588235293
hain,Hain Celestial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520.0,302.0,305.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.6165703275529866,0.2800788954635109,0.5750000000000001,0.5630341880341881,1131.0714285714287,-4.071428571428669
mtc,MMTEC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,BB,Medium,221.0,225.0,305.0,751.0,BB,Medium,250.33333333333334,High Risk,0.04046242774566472,0.12820512820512825,0.5750000000000001,0.1613247863247863,1031.3174603174602,-280.31746031746025
mtcr,Metacrine Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,210.0,207.0,330.0,747.0,B,Medium,249.0,High Risk,0.019267822736030837,0.09270216962524658,0.6375000000000001,0.15705128205128205,866.9107142857143,-119.91071428571433
mtem,Molecular Templates Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,BB,Medium,360.0,325.0,320.0,1005.0,BBB,High,335.0,Medium Risk,0.30828516377649323,0.3254437869822486,0.6125,0.4326923076923078,866.9107142857143,138.08928571428567
mtls,Materialise NV,EUR,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,505.0,301.0,300.0,1106.0,BBB,High,368.6666666666667,Medium Risk,0.5876685934489403,0.2781065088757397,0.5625,0.5405982905982906,1031.3174603174602,74.68253968253975
mtex,Mannatech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,B,Medium,200.0,260.0,230.0,690.0,B,Medium,230.0,High Risk,0.0,0.19723865877712038,0.38750000000000007,0.09615384615384615,945.55,-255.54999999999995
mtrx,Matrix Service Co,USD,NASDAQ NMS - GLOBAL MARKET,Construction,A,High,BB,Medium,B,Medium,589.0,390.0,277.0,1256.0,A,High,418.6666666666667,Low Risk,0.7495183044315992,0.45364891518737677,0.505,0.7008547008547009,1082.6666666666667,173.33333333333326
halo,Halozyme Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,510.0,302.0,315.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.5973025048169556,0.2800788954635109,0.6,0.5630341880341881,866.9107142857143,260.08928571428567
hall,Hallmark Financial Services Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,BB,Medium,215.0,233.0,300.0,748.0,B,Medium,249.33333333333334,High Risk,0.02890173410404623,0.14398422090729784,0.5625,0.1581196581196581,1012.3703703703703,-264.3703703703703
mvbf,MVB Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,210.0,215.0,215.0,640.0,B,Medium,213.33333333333334,High Risk,0.019267822736030837,0.10848126232741617,0.35,0.042735042735042694,898.3103448275862,-258.31034482758616
mvst,Microvast Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,B,Medium,B,Medium,225.0,282.0,210.0,717.0,B,Medium,239.0,High Risk,0.048169556840077066,0.24063116370808685,0.3375,0.125,1048.047619047619,-331.04761904761904
mvis,MicroVision Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BBB,High,BB,Medium,BB,Medium,451.0,300.0,330.0,1081.0,BBB,High,360.3333333333333,Medium Risk,0.4836223506743738,0.27613412228796846,0.6375000000000001,0.513888888888889,933.0,148.0
mxct,MaxCyte Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,220.0,300.0,248.0,768.0,BB,Medium,256.0,High Risk,0.03853564547206162,0.27613412228796846,0.4325,0.17948717948717952,993.125,-225.125
mygn,Myriad Genetics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,B,Medium,353.0,321.0,294.0,968.0,BBB,High,322.6666666666667,Medium Risk,0.29479768786127164,0.3175542406311637,0.5475,0.3931623931623932,866.9107142857143,101.08928571428567
myfw,First Western Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,351.0,300.0,235.0,886.0,BB,Medium,295.3333333333333,Medium Risk,0.29094412331406544,0.27613412228796846,0.4,0.3055555555555556,898.3103448275862,-12.310344827586164
mxl,Maxlinear Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535.0,325.0,335.0,1195.0,BBB,High,398.3333333333333,Low Risk,0.6454720616570329,0.3254437869822486,0.65,0.6356837606837608,1030.5833333333333,164.41666666666674
mymd,MyMD Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,205.0,257.0,230.0,692.0,B,Medium,230.66666666666666,High Risk,0.009633911368015391,0.19132149901380674,0.38750000000000007,0.09829059829059827,903.6666666666666,-211.66666666666663
myps,Playstudios Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205.0,202.0,200.0,607.0,B,Medium,202.33333333333334,High Risk,0.009633911368015391,0.08284023668639057,0.3125,0.007478632478632452,935.2608695652174,-328.2608695652174
mttr,Matterport Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,BB,Medium,B,Medium,346.0,325.0,260.0,931.0,BBB,High,310.3333333333333,Medium Risk,0.28131021194605005,0.3254437869822486,0.4625,0.3536324786324787,1031.3174603174602,-100.31746031746025
mtsi,MACOM Technology Solutions Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,377.0,309.0,255.0,941.0,BBB,High,313.6666666666667,Medium Risk,0.3410404624277456,0.2938856015779093,0.45000000000000007,0.36431623931623947,1030.5833333333333,-89.58333333333326
clro,Clearone Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,B,Medium,B,Medium,370.0,228.0,210.0,808.0,BB,Medium,269.3333333333333,High Risk,0.327552986512524,0.13412228796844183,0.3375,0.2222222222222222,938.2222222222222,-130.22222222222217
clsn,Celsion Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,255.0,214.0,300.0,769.0,BB,Medium,256.3333333333333,High Risk,0.10597302504816952,0.10650887573964501,0.5625,0.18055555555555558,866.9107142857143,-97.91071428571433
gure,Gulf Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,BBB,High,B,Medium,BB,Medium,408.0,206.0,300.0,914.0,BBB,High,304.6666666666667,Medium Risk,0.40077071290944116,0.09072978303747536,0.5625,0.3354700854700855,1058.8947368421052,-144.8947368421052
gvp,GSE Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,505.0,307.0,245.0,1057.0,BBB,High,352.3333333333333,Medium Risk,0.5876685934489403,0.28994082840236685,0.42500000000000004,0.4882478632478634,1031.3174603174602,25.682539682539755
gyro,Gyrodyne LLC,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,240.0,206.0,240.0,686.0,B,Medium,228.66666666666666,High Risk,0.0770712909441233,0.09072978303747536,0.4125,0.09188034188034189,995.9444444444445,-309.94444444444446
gwrs,Global Water Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,BB,Medium,B,Medium,B,Medium,367.0,297.0,235.0,899.0,BB,Medium,299.6666666666667,Medium Risk,0.3217726396917148,0.2702169625246548,0.4,0.31944444444444453,1190.6333333333334,-291.63333333333344
ha,Hawaiian Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,BB,Medium,B,Medium,200.0,321.0,200.0,721.0,B,Medium,240.33333333333334,High Risk,0.0,0.3175542406311637,0.3125,0.12927350427350426,838.7142857142857,-117.71428571428567
clsk,CleanSpark Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,570.0,326.0,310.0,1206.0,A,High,402.0,Low Risk,0.7129094412331407,0.3274161735700198,0.5875,0.6474358974358975,1031.3174603174602,174.68253968253975
clsd,Clearside Biomedical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,215.0,230.0,200.0,645.0,B,Medium,215.0,High Risk,0.02890173410404623,0.13806706114398426,0.3125,0.04807692307692313,903.6666666666666,-258.66666666666663
haac,Health Assurance Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200.0,258.0,300.0,758.0,BB,Medium,252.66666666666666,High Risk,0.0,0.19329388560157795,0.5625,0.16880341880341887,709.3076923076923,48.692307692307736
hafc,Hanmi Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,250.0,207.0,233.0,690.0,B,Medium,230.0,High Risk,0.09633911368015413,0.09270216962524658,0.395,0.09615384615384615,898.3103448275862,-208.31034482758616
clst,Catalyst Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,BB,Medium,B,Medium,260.0,350.0,267.0,877.0,BB,Medium,292.3333333333333,Medium Risk,0.11560693641618497,0.3747534516765287,0.48,0.295940170940171,909.3333333333334,-32.33333333333337
